runid,recall,precision,f-score
txt.139_ROUGE-2,0.03466,0.04482,0.03874
txt.13_ROUGE-2,0.02641,0.05052,0.03416
txt.140_ROUGE-2,0.03833,0.04897,0.04261
txt.141_ROUGE-2,0.03566,0.04515,0.0394
txt.142_ROUGE-2,0.03563,0.04602,0.03968
txt.143_ROUGE-2,0.0317,0.0415,0.03543
txt.144_ROUGE-2,0.03906,0.04783,0.04258
txt.145_ROUGE-2,0.03871,0.04728,0.0421
txt.146_ROUGE-2,0.03583,0.04444,0.03932
txt.147_ROUGE-2,0.03813,0.04671,0.04151
txt.148_ROUGE-2,0.03735,0.04653,0.04098
txt.149_ROUGE-2,0.03832,0.04737,0.04197
txt.14_ROUGE-2,0.02624,0.05039,0.03392
txt.150_ROUGE-2,0.03847,0.04717,0.04199
txt.151_ROUGE-2,0.03878,0.049,0.04279
txt.152_ROUGE-2,0.03508,0.04325,0.03835
txt.153_ROUGE-2,0.03483,0.04584,0.03916
txt.154_ROUGE-2,0.03548,0.04577,0.03958
txt.155_ROUGE-2,0.0321,0.03881,0.03485
txt.156_ROUGE-2,0.03249,0.04013,0.03558
txt.157_ROUGE-2,0.03611,0.04458,0.03945
txt.158_ROUGE-2,0.03059,0.03846,0.03377
txt.159_ROUGE-2,0.03564,0.04444,0.03912
txt.160_ROUGE-2,0.04,0.04927,0.04386
txt.161_ROUGE-2,0.03995,0.04727,0.04281
txt.162_ROUGE-2,0.03761,0.04654,0.04115
txt.163_ROUGE-2,0.03882,0.04753,0.04229
txt.164_ROUGE-2,0.04026,0.04845,0.04358
txt.165_ROUGE-2,0.05167,0.05515,0.05324
txt.166_ROUGE-2,0.04625,0.05049,0.04809
txt.168_ROUGE-2,0.0498,0.0537,0.05153
txt.169_ROUGE-2,0.04992,0.05372,0.05165
txt.16_ROUGE-2,0.02828,0.05392,0.03645
txt.170_ROUGE-2,0.05115,0.05515,0.05295
txt.171_ROUGE-2,0.04648,0.05067,0.04832
txt.172_ROUGE-2,0.04679,0.04985,0.0481
txt.173_ROUGE-2,0.04813,0.05193,0.04983
txt.174_ROUGE-2,0.04483,0.04848,0.04646
txt.175_ROUGE-2,0.05049,0.05531,0.05265
txt.176_ROUGE-2,0.04464,0.04883,0.04648
txt.177_ROUGE-2,0.04536,0.05083,0.04778
txt.178_ROUGE-2,0.04496,0.05012,0.04723
txt.179_ROUGE-2,0.04706,0.05293,0.04959
txt.17_ROUGE-2,0.0282,0.05208,0.03565
txt.180_ROUGE-2,0.04973,0.0528,0.05113
txt.181_ROUGE-2,0.0465,0.05049,0.04829
txt.182_ROUGE-2,0.04443,0.04976,0.04673
txt.183_ROUGE-2,0.04482,0.04911,0.04671
txt.184_ROUGE-2,0.04966,0.05429,0.05171
txt.185_ROUGE-2,0.04429,0.04789,0.04588
txt.186_ROUGE-2,0.04126,0.04501,0.04289
txt.187_ROUGE-2,0.04251,0.04769,0.04483
txt.188_ROUGE-2,0.04582,0.0503,0.04781
txt.189_ROUGE-2,0.03945,0.04384,0.04133
txt.18_ROUGE-2,0.03225,0.05633,0.04033
txt.190_ROUGE-2,0.0449,0.04898,0.04674
txt.191_ROUGE-2,0.0429,0.04771,0.04504
txt.192_ROUGE-2,0.0471,0.0514,0.04903
txt.193_ROUGE-2,0.04271,0.04618,0.04425
txt.194_ROUGE-2,0.03972,0.04303,0.04119
txt.195_ROUGE-2,0.04786,0.05229,0.04981
txt.196_ROUGE-2,0.04437,0.049,0.04643
txt.197_ROUGE-2,0.04518,0.04966,0.04721
txt.198_ROUGE-2,0.04262,0.0466,0.04438
txt.199_ROUGE-2,0.04343,0.04842,0.0456
txt.19_ROUGE-2,0.02853,0.04809,0.03501
txt.1_ROUGE-2,0.03743,0.06531,0.04678
txt.200_ROUGE-2,0.04687,0.05266,0.04937
txt.201_ROUGE-2,0.04655,0.05142,0.04872
txt.202_ROUGE-2,0.04557,0.05101,0.04799
txt.203_ROUGE-2,0.04175,0.046,0.04353
txt.204_ROUGE-2,0.04271,0.04728,0.0447
txt.205_ROUGE-2,0.03756,0.04067,0.03898
txt.206_ROUGE-2,0.04243,0.04707,0.04445
txt.207_ROUGE-2,0.03985,0,0
txt.208_ROUGE-2,0.0418,0.04625,0.04382
txt.209_ROUGE-2,0.03993,0.04409,0.0418
txt.20_ROUGE-2,0.02918,0.05134,0.03645
txt.210_ROUGE-2,0.04365,0.04817,0.04566
txt.211_ROUGE-2,0.04623,0.05183,0.04871
txt.212_ROUGE-2,0.04564,0.05185,0.0484
txt.213_ROUGE-2,0.04223,0.04813,0.04481
txt.214_ROUGE-2,0.04514,0.04995,0.04723
txt.215_ROUGE-2,0.04319,0.04735,0.04506
txt.216_ROUGE-2,0.04847,0.05386,0.05089
txt.217_ROUGE-2,0.04797,0.05231,0.04989
txt.218_ROUGE-2,0.04396,0.05055,0.04686
txt.219_ROUGE-2,0.04882,0.05341,0.05087
txt.21_ROUGE-2,0.02859,0.05222,0.0363
txt.220_ROUGE-2,0.04091,0.04597,0.04319
txt.221_ROUGE-2,0.04426,0.04903,0.04645
txt.222_ROUGE-2,0.0409,0.0464,0.04338
txt.223_ROUGE-2,0.04875,0.0523,0.05038
txt.224_ROUGE-2,0.04334,0.0477,0.0453
txt.225_ROUGE-2,0.04669,0.0538,0.04987
txt.226_ROUGE-2,0.04754,0.0519,0.04955
txt.227_ROUGE-2,0.04928,0.05453,0.05166
txt.228_ROUGE-2,0.04561,0.05098,0.04804
txt.229_ROUGE-2,0.05081,0.0567,0.05342
txt.22_ROUGE-2,0.03523,0.05978,0.04366
txt.230_ROUGE-2,0.04852,0.05225,0.05019
txt.231_ROUGE-2,0.04996,0.05524,0.05231
txt.232_ROUGE-2,0.05176,0.05681,0.054
txt.233_ROUGE-2,0.05132,0.05612,0.05348
txt.234_ROUGE-2,0.04704,0.05136,0.04897
txt.235_ROUGE-2,0.04276,0.04768,0.04491
txt.236_ROUGE-2,0.04453,0.04919,0.04657
txt.237_ROUGE-2,0.04243,0.04868,0.04519
txt.238_ROUGE-2,0.04487,0.05071,0.04742
txt.239_ROUGE-2,0.04109,0.0471,0.0437
txt.23_ROUGE-2,0.03009,0.05308,0.03762
txt.240_ROUGE-2,0.04111,0.04721,0.04385
txt.241_ROUGE-2,0.04166,0.04659,0.04388
txt.242_ROUGE-2,0.03983,0.04436,0.04184
txt.243_ROUGE-2,0.03882,0.04397,0.04108
txt.244_ROUGE-2,0.04462,0.05047,0.04722
txt.245_ROUGE-2,0.03878,0.04381,0.04105
txt.246_ROUGE-2,0.03973,0.04511,0.04211
txt.247_ROUGE-2,0.04126,0.04665,0.04363
txt.248_ROUGE-2,0.04062,0.04387,0.04205
txt.249_ROUGE-2,0.04167,0.04726,0.04412
txt.24_ROUGE-2,0.02577,0.04886,0.0332
txt.250_ROUGE-2,0.04071,0.04511,0.04269
txt.251_ROUGE-2,0.04309,0.04904,0.04568
txt.252_ROUGE-2,0.04296,0.04794,0.04516
txt.253_ROUGE-2,0.0377,0.04301,0.04003
txt.254_ROUGE-2,0.04037,0.04553,0.04268
txt.255_ROUGE-2,0.0377,0.04324,0.04015
txt.256_ROUGE-2,0.03247,0.03773,0.0347
txt.257_ROUGE-2,0.03881,0.04418,0.04121
txt.258_ROUGE-2,0.04007,0.04458,0.04202
txt.259_ROUGE-2,0.03701,0.04352,0.03975
txt.25_ROUGE-2,0.02277,0.04215,0.02905
txt.260_ROUGE-2,0.0359,0.04011,0.03762
txt.261_ROUGE-2,0.03846,0.04403,0.04091
txt.262_ROUGE-2,0.03193,0.03701,0.03405
txt.263_ROUGE-2,0.03718,0.04292,0.0396
txt.264_ROUGE-2,0.03604,0.04063,0.03809
txt.265_ROUGE-2,0.03699,0.04349,0.0398
txt.266_ROUGE-2,0.03926,0.04462,0.04157
txt.267_ROUGE-2,0.04003,0.04584,0.04243
txt.268_ROUGE-2,0.03787,0.0423,0.03978
txt.269_ROUGE-2,0.03971,0.04288,0.04111
txt.26_ROUGE-2,0.02317,0.04555,0.0301
txt.270_ROUGE-2,0.0381,0.04204,0.03985
txt.271_ROUGE-2,0.0369,0.04365,0.03979
txt.272_ROUGE-2,0.03609,0.04029,0.03795
txt.273_ROUGE-2,0.03926,0.04377,0.04126
txt.274_ROUGE-2,0.03407,0.03987,0.03658
txt.275_ROUGE-2,0.03835,0.04544,0.0414
txt.277_ROUGE-2,0.03029,0.03663,0.033
txt.278_ROUGE-2,0.03159,0.03704,0.03399
txt.279_ROUGE-2,0.03435,0.03845,0.03623
txt.27_ROUGE-2,0.02221,0.04194,0.0286
txt.280_ROUGE-2,0.03065,0.03548,0.03278
txt.281_ROUGE-2,0.03344,0.0422,0.03698
txt.282_ROUGE-2,0.03471,0.04212,0.03784
txt.283_ROUGE-2,0.03742,0.04506,0.0407
txt.284_ROUGE-2,0.03054,0.03655,0.0331
txt.285_ROUGE-2,0.03679,0.04351,0.03969
txt.286_ROUGE-2,0.0396,0.04547,0.04217
txt.287_ROUGE-2,0.0381,0.04551,0.04119
txt.288_ROUGE-2,0.0389,0.04464,0.04143
txt.289_ROUGE-2,0.0336,0.03993,0.03633
txt.28_ROUGE-2,0.02865,0.05036,0.03598
txt.290_ROUGE-2,0.03579,0.04155,0.03829
txt.291_ROUGE-2,0.03009,0.03558,0.03238
txt.292_ROUGE-2,0.03622,0.04416,0.03956
txt.294_ROUGE-2,0.0372,0.04345,0.03997
txt.295_ROUGE-2,0.03433,0.04013,0.0369
txt.296_ROUGE-2,0.03584,0.04367,0.03911
txt.297_ROUGE-2,0.03776,0.04481,0.04086
txt.298_ROUGE-2,0.02906,0.03452,0.03142
txt.299_ROUGE-2,0.03289,0.03938,0.03573
txt.29_ROUGE-2,0.02263,0.04307,0.029
txt.2_ROUGE-2,0.03095,0.05647,0.03923
txt.300_ROUGE-2,0.03293,0.03914,0.03567
txt.301_ROUGE-2,0.03355,0.03771,0.03542
txt.302_ROUGE-2,0.03147,0.03736,0.03406
txt.303_ROUGE-2,0.03253,0.03747,0.03469
txt.304_ROUGE-2,0.03424,0.03719,0.03559
txt.305_ROUGE-2,0.03366,0.0398,0.03641
txt.306_ROUGE-2,0.03224,0,0
txt.307_ROUGE-2,0.03207,0.0343,0.03302
txt.308_ROUGE-2,0.03604,0.04127,0.03839
txt.309_ROUGE-2,0.02839,0.0318,0.02989
txt.30_ROUGE-2,0.02641,0.04986,0.03403
txt.310_ROUGE-2,0.0305,0.03465,0.03233
txt.311_ROUGE-2,0.03346,0.03598,0.03458
txt.312_ROUGE-2,0.03036,0.0349,0.0323
txt.313_ROUGE-2,0.03542,0.03835,0.0367
txt.314_ROUGE-2,0.03318,0.03649,0.03466
txt.315_ROUGE-2,0.03427,0.03709,0.03554
txt.316_ROUGE-2,0.03535,0.04003,0.03727
txt.318_ROUGE-2,0.03634,0.04144,0.0385
txt.319_ROUGE-2,0.03667,0.04163,0.03876
txt.31_ROUGE-2,0.02661,0.04987,0.03422
txt.320_ROUGE-2,0.03059,0.03399,0.03199
txt.321_ROUGE-2,0.03347,0.03725,0.0351
txt.322_ROUGE-2,0.04265,0.04657,0.04434
txt.323_ROUGE-2,0.03572,0.03911,0.0372
txt.324_ROUGE-2,0.04012,0.04418,0.04195
txt.325_ROUGE-2,0.03377,0.03853,0.03586
txt.327_ROUGE-2,0.02713,0.02985,0.02829
txt.328_ROUGE-2,0.03336,0.03722,0.03501
txt.329_ROUGE-2,0.02993,0.03504,0.03215
txt.32_ROUGE-2,0.02599,0.04948,0.03371
txt.330_ROUGE-2,0.03342,0.03803,0.03546
txt.331_ROUGE-2,0.03745,0.0435,0.0401
txt.332_ROUGE-2,0.02672,0.03213,0.02897
txt.333_ROUGE-2,0.03004,0.03396,0.03169
txt.334_ROUGE-2,0.03127,0.03636,0.03341
txt.335_ROUGE-2,0.03293,0.03791,0.03511
txt.336_ROUGE-2,0.03524,0.04063,0.03752
txt.337_ROUGE-2,0.03693,0.04047,0.03847
txt.338_ROUGE-2,0.02838,0.03364,0.03056
txt.339_ROUGE-2,0.02513,0.0288,0.02674
txt.33_ROUGE-2,0.03246,0.05561,0.04048
txt.340_ROUGE-2,0.03468,0.03757,0.03592
txt.342_ROUGE-2,0.03729,0.04242,0.03952
txt.343_ROUGE-2,0.02806,0.03206,0.02978
txt.344_ROUGE-2,0.03615,0.03935,0.03758
txt.345_ROUGE-2,0.03028,0.03278,0.0314
txt.346_ROUGE-2,0.03525,0.03896,0.03687
txt.347_ROUGE-2,0.02715,0.02986,0.02831
txt.348_ROUGE-2,0.02855,0.03291,0.03041
txt.349_ROUGE-2,0.02617,0.02791,0.0269
txt.34_ROUGE-2,0.02717,0.05266,0.03537
txt.350_ROUGE-2,0.03349,0.03621,0.03473
txt.352_ROUGE-2,0.0327,0.03632,0.0343
txt.353_ROUGE-2,0.03447,0.03719,0.0357
txt.354_ROUGE-2,0.03122,0.03599,0.03332
txt.355_ROUGE-2,0.03034,0.03273,0.0314
txt.356_ROUGE-2,0.03704,0.04089,0.03871
txt.357_ROUGE-2,0.03496,0.04029,0.03716
txt.358_ROUGE-2,0.03591,0.04337,0.03902
txt.359_ROUGE-2,0.03884,0.04108,0.0398
txt.35_ROUGE-2,0.02317,0.04423,0.02997
txt.360_ROUGE-2,0.03409,0.03736,0.03551
txt.362_ROUGE-2,0.03755,0.03989,0.03858
txt.363_ROUGE-2,0.03464,0.03772,0.03601
txt.364_ROUGE-2,0.03212,0.03483,0.03325
txt.365_ROUGE-2,0.03354,0.03633,0.03478
txt.366_ROUGE-2,0.0295,0.03311,0.03106
txt.367_ROUGE-2,0.02813,0.03038,0.02903
txt.368_ROUGE-2,0.02717,0.03032,0.02842
txt.369_ROUGE-2,0.02568,0.02866,0.02701
txt.36_ROUGE-2,0.02264,0.04237,0.0291
txt.370_ROUGE-2,0.02648,0.02763,0.02696
txt.371_ROUGE-2,0.02953,0.03073,0.03006
txt.372_ROUGE-2,0.03967,0.03996,0.03975
txt.373_ROUGE-2,0.03354,0.03514,0.03426
txt.374_ROUGE-2,0.03461,0.03588,0.03517
txt.376_ROUGE-2,0.03987,0.04074,0.04028
txt.377_ROUGE-2,0.04439,0.04556,0.04494
txt.378_ROUGE-2,0.03921,0.04023,0.03969
txt.379_ROUGE-2,0.03933,0.04094,0.04009
txt.380_ROUGE-2,0.04038,0.04257,0.04137
txt.381_ROUGE-2,0.04262,0.0452,0.04382
txt.382_ROUGE-2,0.03933,0.04106,0.0401
txt.383_ROUGE-2,0.0404,0.04165,0.04099
txt.384_ROUGE-2,0.04265,0.04455,0.04355
txt.385_ROUGE-2,0.03871,0.04196,0.04014
txt.386_ROUGE-2,0.04045,0.04368,0.04194
txt.387_ROUGE-2,0.03645,0.03766,0.03701
txt.388_ROUGE-2,0.03673,0.03849,0.03757
txt.389_ROUGE-2,0.03907,0.04114,0.03999
txt.38_ROUGE-2,0.02334,0.04479,0.03019
txt.390_ROUGE-2,0.03786,0.03947,0
txt.391_ROUGE-2,0.03728,0.03898,0.03808
txt.392_ROUGE-2,0.04684,0.04827,0.04745
txt.393_ROUGE-2,0.03279,0.0338,0.03322
txt.394_ROUGE-2,0.03347,0.03542,0.03439
txt.395_ROUGE-2,0.02888,0.03105,0.02988
txt.396_ROUGE-2,0.03294,0.03458,0.03372
txt.397_ROUGE-2,0.03641,0.03758,0.03695
txt.398_ROUGE-2,0.03607,0.03832,0.03714
txt.399_ROUGE-2,0.03112,0.03482,0.03278
txt.39_ROUGE-2,0.02288,0.04454,0.0299
txt.3_ROUGE-2,0.03529,0.06387,0.04479
txt.400_ROUGE-2,0.03793,0.0392,0.03854
txt.401_ROUGE-2,0.03645,0.03761,0.03701
txt.402_ROUGE-2,0.03868,0.04054,0.03955
txt.403_ROUGE-2,0.03768,0.0397,0.03865
txt.405_ROUGE-2,0.04462,0.04712,0.04578
txt.406_ROUGE-2,0.03985,0.04153,0.04065
txt.407_ROUGE-2,0.03333,0.03711,0.03503
txt.408_ROUGE-2,0.04052,0.04257,0.04149
txt.409_ROUGE-2,0.04156,0.04535,0.04335
txt.40_ROUGE-2,0.02893,0.05059,0.03641
txt.410_ROUGE-2,0.04382,0.04867,0.04606
txt.411_ROUGE-2,0.03267,0.03635,0.03436
txt.412_ROUGE-2,0.03996,0.04303,0.04139
txt.413_ROUGE-2,0.0395,0.04253,0.04089
txt.414_ROUGE-2,0.04623,0.048,0.04706
txt.415_ROUGE-2,0.04855,0.05261,0.05045
txt.416_ROUGE-2,0.04621,0.04798,0.04704
txt.417_ROUGE-2,0.04207,0.04489,0.04327
txt.418_ROUGE-2,0.04695,0.04993,0.0483
txt.419_ROUGE-2,0.03843,0.04068,0.03951
txt.41_ROUGE-2,0.02371,0.04519,0.03074
txt.420_ROUGE-2,0.05978,0.06782,0.06346
txt.421_ROUGE-2,0.04699,0.04916,0.04801
txt.422_ROUGE-2,0.05049,0.05521,0.05268
txt.423_ROUGE-2,0.04208,0.04948,0.04545
txt.424_ROUGE-2,0.0601,0.06194,0.06096
txt.425_ROUGE-2,0.0406,0.04282,0.04166
txt.426_ROUGE-2,0.04499,0.04929,0.04699
txt.427_ROUGE-2,0.04112,0.0437,0.04229
txt.428_ROUGE-2,0.05573,0.05773,0.0567
txt.429_ROUGE-2,0.04546,0.04841,0.04686
txt.42_ROUGE-2,0.02932,0.05096,0.03652
txt.430_ROUGE-2,0.03955,0.04535,0.04221
txt.431_ROUGE-2,0.05129,0.05589,0.05334
txt.432_ROUGE-2,0.04692,0.05077,0.04874
txt.433_ROUGE-2,0.04877,0.05008,0.04938
txt.434_ROUGE-2,0.04401,0.04803,0.0459
txt.435_ROUGE-2,0.04539,0.04904,0.04706
txt.437_ROUGE-2,0.02867,0.03221,0.03032
txt.438_ROUGE-2,0.03497,0.03789,0.03625
txt.439_ROUGE-2,0.04334,0.04607,0.04461
txt.43_ROUGE-2,0.02346,0.04586,0.03052
txt.440_ROUGE-2,0.04484,0.04815,0.04639
txt.441_ROUGE-2,0.0485,0.0535,0.05077
txt.442_ROUGE-2,0.05332,0.05314,0.05322
txt.443_ROUGE-2,0.0411,0.04379,0.04238
txt.444_ROUGE-2,0.04291,0.04647,0.04456
txt.445_ROUGE-2,0.05229,0.05566,0.05388
txt.446_ROUGE-2,0.05766,0.06593,0.06149
txt.447_ROUGE-2,0.05756,0.06312,0.06007
txt.448_ROUGE-2,0.05508,0.05851,0.05674
txt.449_ROUGE-2,0.0589,0.06271,0.06068
txt.44_ROUGE-2,0.0302,0.05189,0.03756
txt.450_ROUGE-2,0.05134,0.05419,0.05272
txt.451_ROUGE-2,0.06876,0.07994,0.07393
txt.452_ROUGE-2,0.06629,0.07656,0.0708
txt.453_ROUGE-2,0.06633,0.08212,0.07324
txt.454_ROUGE-2,0.07509,0.07895,0.07697
txt.455_ROUGE-2,0.07003,0.07895,0.07422
txt.456_ROUGE-2,0.0701,0.07879,0.07411
txt.457_ROUGE-2,0.06753,0.07368,0.07043
txt.458_ROUGE-2,0.06629,0.07009,0.06809
txt.459_ROUGE-2,0.06762,0.07666,0.07183
txt.45_ROUGE-2,0.0462,0.05779,0.05096
txt.460_ROUGE-2,0.07261,0.07238,0.0725
txt.461_ROUGE-2,0.05766,0.06626,0.06164
txt.462_ROUGE-2,0.06024,0.06862,0.06402
txt.463_ROUGE-2,0.05649,0.06693,0.06101
txt.464_ROUGE-2,0.05384,0.05768,0.05565
txt.465_ROUGE-2,0.05519,0.06076,0.05784
txt.466_ROUGE-2,0.05508,0.06307,0.05875
txt.467_ROUGE-2,0.05632,0.05703,0.05665
txt.468_ROUGE-2,0.0589,0.06369,0.06116
txt.469_ROUGE-2,0.05257,0.05294,0.05274
txt.46_ROUGE-2,0.04297,0.05452,0.04765
txt.470_ROUGE-2,0.05515,0.05937,0.05714
txt.471_ROUGE-2,0.04772,0.04796,0.04783
txt.472_ROUGE-2,0.0427,0.0447,0.04365
txt.473_ROUGE-2,0.04529,0.05047,0
txt.474_ROUGE-2,0.0338,0.03803,0.03572
txt.475_ROUGE-2,0.03005,0.03368,0.03169
txt.476_ROUGE-2,0.03995,0.04434,0.04202
txt.477_ROUGE-2,0.04246,0.05081,0.04625
txt.478_ROUGE-2,0.03995,0.05148,0.04499
txt.479_ROUGE-2,0.04618,0.04973,0.04784
txt.47_ROUGE-2,0.04534,0.057,0.05016
txt.480_ROUGE-2,0.04494,0.04742,0.04614
txt.481_ROUGE-2,0.04373,0.04952,0.04645
txt.482_ROUGE-2,0.0437,0.04771,0.04552
txt.483_ROUGE-2,0.04119,0.04315,0.04214
txt.484_ROUGE-2,0.03999,0.04494,0.04231
txt.485_ROUGE-2,0.04243,0.04467,0.04338
txt.486_ROUGE-2,0.02757,0.03048,0.02894
txt.487_ROUGE-2,0.02761,0.03254,0.02987
txt.488_ROUGE-2,0.02248,0.02937,0.02547
txt.489_ROUGE-2,0.0262,0.02869,0.02739
txt.48_ROUGE-2,0.04103,0.05152,0.04533
txt.490_ROUGE-2,0.025,0.02822,0.02648
txt.491_ROUGE-2,0.04105,0.04551,0.04301
txt.492_ROUGE-2,0.0373,0.04144,0.03926
txt.493_ROUGE-2,0.03734,0.04386,0.04033
txt.494_ROUGE-2,0.03978,0.04202,0.04068
txt.495_ROUGE-2,0.03858,0.04053,0.03953
txt.496_ROUGE-2,0.0373,0.03778,0.0375
txt.497_ROUGE-2,0.0361,0.03951,0.03765
txt.498_ROUGE-2,0.02867,0.03028,0.02946
txt.499_ROUGE-2,0.02871,0.03215,0.03033
txt.49_ROUGE-2,0.04417,0.0559,0.04898
txt.4_ROUGE-2,0.0314,0.05579,0.03955
txt.500_ROUGE-2,0,0,0
txt.501_ROUGE-2,0.02994,0.02997,0.02995
txt.502_ROUGE-2,0.0262,0.02691,0.02653
txt.503_ROUGE-2,0.03861,0.04542,0.04173
txt.504_ROUGE-2,0.0361,0.04229,0.0389
txt.505_ROUGE-2,0.03235,0.04119,0.03621
txt.506_ROUGE-2,0.03734,0.04198,0.0395
txt.507_ROUGE-2,0.03486,0.03755,0.03616
txt.508_ROUGE-2,0.02882,0.03487,0.03156
txt.509_ROUGE-2,0.05604,0.05578,0.0559
txt.50_ROUGE-2,0.04304,0.05436,0.04764
txt.510_ROUGE-2,0.05607,0.05882,0.0574
txt.511_ROUGE-2,0.04243,0.04676,0.04441
txt.512_ROUGE-2,0.05476,0.05449,0.05462
txt.513_ROUGE-2,0.05356,0.05702,0.05523
txt.514_ROUGE-2,0.04239,0.04518,0.04363
txt.515_ROUGE-2,0.03992,0.04113,0.04051
txt.516_ROUGE-2,0.04243,0.04383,0.04305
txt.517_ROUGE-2,0.02799,0.02957,0.02876
txt.518_ROUGE-2,0.02545,0.03012,0.02759
txt.519_ROUGE-2,0.02545,0.02577,0.02561
txt.51_ROUGE-2,0.0477,0.05816,0.05211
txt.520_ROUGE-2,0.02799,0.0309,0.02937
txt.521_ROUGE-2,0.0229,0.0232,0.02305
txt.522_ROUGE-2,0.02545,0.02809,0.0267
txt.523_ROUGE-2,0.01272,0.01359,0.01314
txt.524_ROUGE-2,0.01527,0.01786,0.01646
txt.525_ROUGE-2,0.01272,0.01689,0.01451
txt.526_ROUGE-2,0.01527,0.01531,0.01529
txt.527_ROUGE-2,0.01272,0.0142,0.01342
txt.528_ROUGE-2,0.01527,0.01875,0.01683
txt.529_ROUGE-2,0.01272,0.01276,0.01274
txt.52_ROUGE-2,0.04517,0.0579,0.05032
txt.530_ROUGE-2,0.01018,0.01136,0.01074
txt.531_ROUGE-2,0.01272,0.01562,0.01402
txt.532_ROUGE-2,0.01272,0.0133,0.013
txt.533_ROUGE-2,0.01272,0,0
txt.534_ROUGE-2,0.01527,0.01786,0.01646
txt.535_ROUGE-2,0.01527,0.01531,0.01529
txt.536_ROUGE-2,0.01272,0.01276,0.01274
txt.537_ROUGE-2,0.01781,0.0216,0.01952
txt.538_ROUGE-2,0.01781,0.01842,0.01811
txt.539_ROUGE-2,0.02545,0.02874,0.027
txt.53_ROUGE-2,0.04329,0.05488,0.04786
txt.540_ROUGE-2,0.01781,0.02273,0.01997
txt.541_ROUGE-2,0.01527,0.01579,0.01553
txt.542_ROUGE-2,0.0229,0.02586,0.02429
txt.543_ROUGE-2,0.01527,0.01948,0.01712
txt.544_ROUGE-2,0.0229,0.02228,0.02259
txt.546_ROUGE-2,0.0229,0.02711,0.02483
txt.547_ROUGE-2,0.01781,0.01768,0.01774
txt.548_ROUGE-2,0.02545,0.02747,0.02642
txt.549_ROUGE-2,0.01781,0.0216,0.01952
txt.54_ROUGE-2,0.04661,0.05857,0.05149
txt.550_ROUGE-2,0.01781,0.01842,0.01811
txt.551_ROUGE-2,0.02545,0.02874,0.027
txt.552_ROUGE-2,0.01527,0.01579,0.01553
txt.553_ROUGE-2,0.0229,0.02586,0.02429
txt.554_ROUGE-2,0.0229,0.02228,0.02259
txt.555_ROUGE-2,0.00509,0.00556,0.00531
txt.556_ROUGE-2,0.01272,0.01524,0.01387
txt.557_ROUGE-2,0.00509,0.00694,0.00587
txt.558_ROUGE-2,0.01272,0.01302,0.01287
txt.559_ROUGE-2,0.00509,0.00581,0.00543
txt.55_ROUGE-2,0.03966,0.05029,0.04398
txt.560_ROUGE-2,0.01272,0.01603,0.01418
txt.561_ROUGE-2,0.01018,0.01042,0.0103
