runid,recall,precision,f-score
txt.132_ROUGE-1,0.23919,0.31783,0.27033
txt.133_ROUGE-1,0.24008,0.3198,0.27137
txt.134_ROUGE-1,0.24098,0.31605,0.27101
txt.135_ROUGE-1,0.23105,0.30179,0.25923
txt.136_ROUGE-1,0.23749,0.3047,0.26433
txt.137_ROUGE-1,0.23691,0.30567,0.26472
txt.138_ROUGE-1,0.22728,0.30661,0.2586
txt.139_ROUGE-1,0.23691,0.30906,0.26595
txt.13_ROUGE-1,0.17519,0.33315,0.22631
txt.140_ROUGE-1,0.2487,0.31921,0.27694
txt.141_ROUGE-1,0.23928,0.307,0.26575
txt.142_ROUGE-1,0.24287,0.31905,0.27237
txt.143_ROUGE-1,0.23352,0.3124,0.26351
txt.144_ROUGE-1,0.25154,0.31528,0.27684
txt.145_ROUGE-1,0.24308,0.3013,0.26624
txt.146_ROUGE-1,0.2415,0.3041,0.26682
txt.147_ROUGE-1,0.24638,0.30837,0.27053
txt.148_ROUGE-1,0.24345,0.30377,0.26716
txt.149_ROUGE-1,0.24612,0.30527,0.26984
txt.14_ROUGE-1,0.17312,0.33875,0.22524
txt.150_ROUGE-1,0.24636,0.3061,0.26998
txt.151_ROUGE-1,0.23847,0.30655,0.26468
txt.152_ROUGE-1,0.2413,0.30367,0.26595
txt.153_ROUGE-1,0.23375,0.30475,0.26157
txt.154_ROUGE-1,0.23651,0.30654,0.2642
txt.155_ROUGE-1,0.23958,0.293,0.26141
txt.156_ROUGE-1,0.24185,0.30183,0.2659
txt.157_ROUGE-1,0.23916,0.30047,0.26306
txt.158_ROUGE-1,0.23458,0.29683,0.25955
txt.159_ROUGE-1,0.24033,0.30629,0.26633
txt.15_ROUGE-1,0.19693,0.35417,0.24983
txt.160_ROUGE-1,0.24998,0.31517,0.27668
txt.161_ROUGE-1,0.24694,0.30193,0.26856
txt.162_ROUGE-1,0.24192,0.30532,0.26714
txt.163_ROUGE-1,0.242,0.30399,0.26612
txt.164_ROUGE-1,0.24915,0.30789,0.27266
txt.165_ROUGE-1,0.28401,0.30402,0.29307
txt.166_ROUGE-1,0.2717,0.29757,0.28296
txt.167_ROUGE-1,0.27202,0.30057,0.28495
txt.168_ROUGE-1,0.27809,0.30161,0.28846
txt.169_ROUGE-1,0.27826,0.29982,0.28807
txt.16_ROUGE-1,0.18286,0.34458,0.23469
txt.170_ROUGE-1,0.28186,0.30204,0.29088
txt.171_ROUGE-1,0.26814,0.29686,0.28068
txt.172_ROUGE-1,0.27191,0.2944,0.2816
txt.173_ROUGE-1,0.27318,0.2984,0.28448
txt.174_ROUGE-1,0.27352,0.29699,0.2839
txt.175_ROUGE-1,0.27748,0.30505,0.28983
txt.176_ROUGE-1,0.27175,0.29629,0.28246
txt.177_ROUGE-1,0.27233,0.30528,0.2869
txt.178_ROUGE-1,0.2669,0.29735,0.28034
txt.179_ROUGE-1,0.26687,0.299,0.28083
txt.17_ROUGE-1,0.1782,0.3301,0.22636
txt.180_ROUGE-1,0.27963,0.29759,0.2878
txt.181_ROUGE-1,0.26758,0.29077,0.278
txt.182_ROUGE-1,0.26732,0.30022,0.28152
txt.183_ROUGE-1,0.26603,0.29093,0.277
txt.184_ROUGE-1,0.27283,0.30296,0.28597
txt.185_ROUGE-1,0.27325,0.29618,0.28339
txt.186_ROUGE-1,0.27015,0.29308,0.28021
txt.187_ROUGE-1,0.26065,0.29281,0.27511
txt.188_ROUGE-1,0.27399,0.29808,0.28472
txt.189_ROUGE-1,0.25638,0.2852,0.26868
txt.18_ROUGE-1,0.18844,0.3414,0.2383
txt.190_ROUGE-1,0.27272,0.29782,0.28398
txt.191_ROUGE-1,0.26917,0.29673,0.28144
txt.192_ROUGE-1,0.27322,0.30338,0.28668
txt.193_ROUGE-1,0.27374,0.29755,0.28438
txt.194_ROUGE-1,0.26999,0.29355,0.2805
txt.195_ROUGE-1,0.27653,0.30163,0.28772
txt.196_ROUGE-1,0.26807,0.30037,0.28237
txt.197_ROUGE-1,0.27546,0.30374,0.28829
txt.198_ROUGE-1,0.27755,0.30287,0.28876
txt.199_ROUGE-1,0.26802,0.29595,0.28025
txt.19_ROUGE-1,0.18091,0.33166,0.22874
txt.1_ROUGE-1,0.19579,0.3454,0.24607
txt.200_ROUGE-1,0.26494,0.29732,0.27878
txt.201_ROUGE-1,0.26667,0.29315,0.27845
txt.202_ROUGE-1,0.26762,0.29797,0.28114
txt.203_ROUGE-1,0.2617,0.28949,0.27353
txt.204_ROUGE-1,0.264,0.29287,0.27673
txt.205_ROUGE-1,0.26565,0.28581,0.27485
txt.206_ROUGE-1,0.26808,0.29695,0.28066
txt.207_ROUGE-1,0.25402,0.2844,0.2671
txt.208_ROUGE-1,0.25954,0.28718,0.27202
txt.209_ROUGE-1,0.25569,0.27999,0.26676
txt.20_ROUGE-1,0.17872,0.3306,0.22749
txt.210_ROUGE-1,0.25973,0.28795,0.27236
txt.211_ROUGE-1,0.26146,0.29345,0.27581
txt.212_ROUGE-1,0.25707,0.28932,0.2714
txt.213_ROUGE-1,0.25273,0.28723,0.26765
txt.214_ROUGE-1,0.2621,0.29479,0.2763
txt.215_ROUGE-1,0.26445,0.29064,0.27617
txt.216_ROUGE-1,0.26583,0.30179,0.28188
txt.217_ROUGE-1,0.27204,0.29874,0.28386
txt.218_ROUGE-1,0.25975,0.29569,0.27569
txt.219_ROUGE-1,0.26962,0.30213,0.28387
txt.21_ROUGE-1,0.17647,0.33695,0.22836
txt.220_ROUGE-1,0.25226,0.29172,0.26972
txt.221_ROUGE-1,0.26405,0.29757,0.27934
txt.222_ROUGE-1,0.2559,0.29283,0.27252
txt.223_ROUGE-1,0.27695,0.29783,0.28658
txt.224_ROUGE-1,0.26528,0.29693,0.27955
txt.225_ROUGE-1,0.26378,0.30244,0.28104
txt.226_ROUGE-1,0.27078,0.29724,0.28289
txt.227_ROUGE-1,0.27319,0.30451,0.28732
txt.228_ROUGE-1,0.26615,0.29759,0.28044
txt.229_ROUGE-1,0.26764,0.29916,0.28162
txt.22_ROUGE-1,0.19839,0.35146,0.24989
txt.230_ROUGE-1,0.26933,0.29254,0.27948
txt.231_ROUGE-1,0.26842,0.29694,0.28105
txt.232_ROUGE-1,0.26793,0.29657,0.28065
txt.233_ROUGE-1,0.26865,0.29499,0.28043
txt.234_ROUGE-1,0.27038,0.29686,0.28218
txt.235_ROUGE-1,0.25757,0.28831,0.27099
txt.236_ROUGE-1,0.27076,0.29777,0.2827
txt.237_ROUGE-1,0.24814,0.2852,0.26446
txt.238_ROUGE-1,0.25934,0.29357,0.27433
txt.239_ROUGE-1,0.24326,0.27907,0.25876
txt.23_ROUGE-1,0.18117,0.33677,0.23101
txt.240_ROUGE-1,0.24837,0.28647,0.26542
txt.241_ROUGE-1,0.25267,0.2828,0.26607
txt.242_ROUGE-1,0.25443,0.2839,0.2676
txt.243_ROUGE-1,0.2493,0.28563,0.26494
txt.244_ROUGE-1,0.25638,0.291,0.27187
txt.245_ROUGE-1,0.25731,0.29068,0.27235
txt.246_ROUGE-1,0.25261,0.28938,0.26885
txt.247_ROUGE-1,0.25334,0.2875,0.26842
txt.248_ROUGE-1,0.25494,0.27738,0.26462
txt.249_ROUGE-1,0.25545,0.28891,0.26993
txt.24_ROUGE-1,0.17849,0.33373,0.22872
txt.250_ROUGE-1,0.25871,0.28704,0.27144
txt.251_ROUGE-1,0.25963,0.29468,0.2748
txt.252_ROUGE-1,0.255,0.2853,0.26851
txt.253_ROUGE-1,0.2459,0.2822,0.2615
txt.254_ROUGE-1,0.25387,0.28568,0.26804
txt.255_ROUGE-1,0.24489,0.28299,0.26152
txt.256_ROUGE-1,0.23828,0.27699,0.25472
txt.257_ROUGE-1,0.2537,0.28921,0.26944
txt.258_ROUGE-1,0.24884,0.28234,0.26335
txt.259_ROUGE-1,0.24409,0.29002,0.26336
txt.25_ROUGE-1,0.17399,0.32677,0.22316
txt.260_ROUGE-1,0.2439,0.27713,0.25764
txt.261_ROUGE-1,0.24759,0.28182,0.2628
txt.262_ROUGE-1,0.23837,0.27892,0.25536
txt.263_ROUGE-1,0.24058,0.28192,0.2578
txt.264_ROUGE-1,0.24383,0.27878,0.25913
txt.265_ROUGE-1,0.24659,0.29084,0.26555
txt.266_ROUGE-1,0.25184,0.29136,0.2689
txt.267_ROUGE-1,0.25365,0.29283,0.26983
txt.268_ROUGE-1,0.25138,0.28788,0.26687
txt.269_ROUGE-1,0.25877,0.28633,0.2706
txt.26_ROUGE-1,0.16852,0.32022,0.21747
txt.270_ROUGE-1,0.25406,0.28799,0.26895
txt.271_ROUGE-1,0.24122,0.28279,0.25918
txt.272_ROUGE-1,0.2499,0.28102,0.26363
txt.273_ROUGE-1,0.25769,0.28713,0.27081
txt.274_ROUGE-1,0.24294,0.28635,0.26143
txt.275_ROUGE-1,0.24348,0.29299,0.26469
txt.276_ROUGE-1,0.24546,0.28767,0.26393
txt.277_ROUGE-1,0.22877,0.2739,0.24812
txt.278_ROUGE-1,0.24232,0.2829,0.26019
txt.279_ROUGE-1,0.24506,0.27532,0.2588
txt.27_ROUGE-1,0.16678,0.32396,0.21676
txt.280_ROUGE-1,0.24636,0.27982,0.26116
txt.281_ROUGE-1,0.23193,0.27935,0.25158
txt.282_ROUGE-1,0.23381,0.27702,0.25209
txt.283_ROUGE-1,0.24353,0.29001,0.26379
txt.284_ROUGE-1,0.23813,0.27643,0.25477
txt.285_ROUGE-1,0.2428,0.28781,0.26212
txt.286_ROUGE-1,0.2572,0.29367,0.27333
txt.287_ROUGE-1,0.24011,0.27991,0.2569
txt.288_ROUGE-1,0.2,0,0
txt.289_ROUGE-1,0.23661,0.27963,0.25507
txt.28_ROUGE-1,0.18943,0.34143,0.23988
txt.290_ROUGE-1,0.24316,0.28696,0.26193
txt.291_ROUGE-1,0.2339,0.27955,0.25304
txt.292_ROUGE-1,0.24,0.28962,0.26122
txt.293_ROUGE-1,0.23396,0.28086,0.25341
txt.294_ROUGE-1,0.24397,0.28538,0.26215
txt.295_ROUGE-1,0.23746,0.27356,0.25361
txt.296_ROUGE-1,0.24552,0.29678,0.26708
txt.297_ROUGE-1,0.25414,0.29659,0.27274
txt.298_ROUGE-1,0.23842,0.27851,0.25576
txt.299_ROUGE-1,0.23851,0.28192,0.25774
txt.29_ROUGE-1,0.17031,0.32744,0.21947
txt.2_ROUGE-1,0.18777,0.33795,0.23733
txt.300_ROUGE-1,0.24465,0.28475,0.26236
txt.301_ROUGE-1,0.25333,0.28442,0.26735
txt.302_ROUGE-1,0.24747,0.29518,0.26836
txt.303_ROUGE-1,0.24304,0.28457,0.26082
txt.304_ROUGE-1,0.25342,0.27919,0.26516
txt.305_ROUGE-1,0.2418,0.28712,0.26185
txt.306_ROUGE-1,0.24289,0.27966,0.25898
txt.307_ROUGE-1,0.24298,0.26921,0.25403
txt.308_ROUGE-1,0.24242,0.27712,0.25804
txt.309_ROUGE-1,0.2397,0.27262,0.25401
txt.30_ROUGE-1,0.18194,0.3407,0.23381
txt.310_ROUGE-1,0.23827,0.27881,0.25585
txt.311_ROUGE-1,0.24234,0.26373,0.25189
txt.312_ROUGE-1,0.22382,0.26205,0
txt.313_ROUGE-1,0.24336,0.27109,0.25545
txt.314_ROUGE-1,0.23497,0.26589,0.24886
txt.315_ROUGE-1,0.24596,0.26891,0.25635
txt.316_ROUGE-1,0.24934,0.2864,0.26482
txt.317_ROUGE-1,0.24523,0.26965,0.25618
txt.318_ROUGE-1,0.23955,0.28232,0.25771
txt.319_ROUGE-1,0.24915,0.28409,0.26413
txt.31_ROUGE-1,0.17402,0.32682,0.2235
txt.320_ROUGE-1,0.23177,0.26654,0.24579
txt.321_ROUGE-1,0.23853,0.26901,0.25193
txt.322_ROUGE-1,0.25749,0.28537,0.26952
txt.323_ROUGE-1,0.24798,0.27934,0.2613
txt.324_ROUGE-1,0.25885,0.28993,0.27276
txt.325_ROUGE-1,0.24694,0.28305,0.26264
txt.326_ROUGE-1,0.24434,0.28651,0.26204
txt.327_ROUGE-1,0.23684,0.26789,0.25027
txt.328_ROUGE-1,0.24361,0.28132,0.25958
txt.329_ROUGE-1,0.22494,0.269,0.24372
txt.32_ROUGE-1,0.17694,0.3394,0.23004
txt.330_ROUGE-1,0.24144,0.27894,0.25796
txt.331_ROUGE-1,0.23951,0.28231,0.25811
txt.332_ROUGE-1,0.22119,0.27626,0.24393
txt.333_ROUGE-1,0.23583,0.26701,0.24915
txt.334_ROUGE-1,0.23485,0.27855,0.25341
txt.335_ROUGE-1,0.24169,0.28238,0.25931
txt.336_ROUGE-1,0.25137,0.28653,0.26654
txt.337_ROUGE-1,0.25624,0.28881,0.27038
txt.338_ROUGE-1,0.23412,0.28,0.25323
txt.339_ROUGE-1,0.24091,0.27787,0.25711
txt.33_ROUGE-1,0.197,0.34745,0.24814
txt.340_ROUGE-1,0.25942,0.28317,0.26954
txt.341_ROUGE-1,0.23541,0.27008,0.251
txt.342_ROUGE-1,0.25013,0.28313,0.26454
txt.343_ROUGE-1,0.23829,0.27264,0.25293
txt.344_ROUGE-1,0.25669,0.28622,0.26969
txt.345_ROUGE-1,0.24136,0.26446,0.25171
txt.346_ROUGE-1,0.2496,0.28349,0.26433
txt.347_ROUGE-1,0.23531,0.26681,0.24911
txt.348_ROUGE-1,0.23388,0.27266,0.25056
txt.349_ROUGE-1,0.24232,0.26452,0.25192
txt.34_ROUGE-1,0.18064,0.34126,0.23268
txt.350_ROUGE-1,0.24101,0.26171,0.2505
txt.351_ROUGE-1,0.24593,0.27053,0.25686
txt.352_ROUGE-1,0.23769,0.27247,0.25284
txt.353_ROUGE-1,0.24325,0.26779,0.25435
txt.354_ROUGE-1,0.22586,0.26572,0.24335
txt.355_ROUGE-1,0.24592,0.26736,0.25541
txt.356_ROUGE-1,0.25135,0.27423,0.2615
txt.357_ROUGE-1,0.24598,0.28431,0.26225
txt.358_ROUGE-1,0.23546,0.28242,0.25546
txt.359_ROUGE-1,0.26184,0.27844,0.26905
txt.35_ROUGE-1,0.16967,0.32417,0.21919
txt.360_ROUGE-1,0.24266,0.26563,0.25274
txt.361_ROUGE-1,0.25612,0.27829,0.26531
txt.362_ROUGE-1,0.25458,0.27817,0.26458
txt.363_ROUGE-1,0.24569,0.26605,0.25479
txt.364_ROUGE-1,0.24955,0.27336,0.2597
txt.365_ROUGE-1,0.24451,0.26858,0.25508
txt.366_ROUGE-1,0.23426,0.26422,0.24726
txt.367_ROUGE-1,0.23955,0.26257,0.24899
txt.368_ROUGE-1,0.23498,0.26448,0.24695
txt.369_ROUGE-1,0.23236,0.26148,0.24533
txt.36_ROUGE-1,0.17122,0.33049,0.22218
txt.370_ROUGE-1,0.2365,0.2503,0.24252
txt.371_ROUGE-1,0.23823,0.25538,0.24587
txt.372_ROUGE-1,0.25927,0.26764,0.26256
txt.373_ROUGE-1,0.24584,0.2652,0.25451
txt.374_ROUGE-1,0.2436,0.25893,0.2504
txt.375_ROUGE-1,0.2655,0.28459,0.27442
txt.376_ROUGE-1,0.27138,0.2773,0.27418
txt.377_ROUGE-1,0.27446,0.28227,0.27816
txt.378_ROUGE-1,0.26096,0.2707,0.2654
txt.379_ROUGE-1,0.26704,0.27422,0.27038
txt.37_ROUGE-1,0.18926,0.33589,0.23915
txt.380_ROUGE-1,0.27054,0.28472,0.27694
txt.381_ROUGE-1,0.25841,0.2723,0.26485
txt.382_ROUGE-1,0.27346,0.28608,0.27909
txt.383_ROUGE-1,0.26847,0.27734,0.27266
txt.384_ROUGE-1,0.2713,0.2826,0.27665
txt.385_ROUGE-1,0.25244,0.27308,0.26146
txt.386_ROUGE-1,0.26254,0.28223,0.27172
txt.387_ROUGE-1,0.26285,0.27383,0.26791
txt.388_ROUGE-1,0.25741,0.26848,0.26268
txt.389_ROUGE-1,0.26932,0.28522,0.27657
txt.38_ROUGE-1,0.17262,0.32827,0.22262
txt.390_ROUGE-1,0.26915,0.2805,0.27459
txt.391_ROUGE-1,0.26558,0.27788,0.2714
txt.392_ROUGE-1,0.27599,0.28702,0.28089
txt.393_ROUGE-1,0.26375,0.27455,0.26847
txt.394_ROUGE-1,0.25633,0.26834,0.26196
txt.395_ROUGE-1,0.24387,0.26105,0.25173
txt.396_ROUGE-1,0.26738,0.27721,0.27208
txt.397_ROUGE-1,0.25807,0.26588,0.26169
txt.398_ROUGE-1,0.25523,0.26882,0.26163
txt.399_ROUGE-1,0.25278,0.27944,0.26464
txt.39_ROUGE-1,0.16603,0.32741,0.21774
txt.3_ROUGE-1,0.19708,0.35219,0.24927
txt.400_ROUGE-1,0.26659,0.27424,0.27026
txt.401_ROUGE-1,0.2628,0.27099,0.26671
txt.402_ROUGE-1,0.26613,0.27709,0.2713
txt.403_ROUGE-1,0.26493,0.27919,0.27178
txt.404_ROUGE-1,0.27622,0.29463,0.28498
txt.405_ROUGE-1,0.27257,0.28673,0.27915
txt.406_ROUGE-1,0.25564,0.26971,0.26227
txt.407_ROUGE-1,0.24599,0.27526,0.25904
txt.408_ROUGE-1,0.26107,0.27495,0.26765
txt.409_ROUGE-1,0.25727,0.27977,0.26789
txt.40_ROUGE-1,0.1867,0.33693,0.23722
txt.410_ROUGE-1,0.2556,0.28382,0.26863
txt.411_ROUGE-1,0.24534,0.27206,0.25757
txt.412_ROUGE-1,0.25532,0.27948,0.26657
txt.413_ROUGE-1,0.27343,0.29455,0.28326
txt.414_ROUGE-1,0.27448,0.28613,0.27998
txt.415_ROUGE-1,0.28056,0.30483,0.29199
txt.416_ROUGE-1,0.27324,0.28254,0.2776
txt.417_ROUGE-1,0.25841,0.28734,0.2707
txt.418_ROUGE-1,0.2767,0.29923,0.28694
txt.419_ROUGE-1,0.27314,0.29164,0.28195
txt.41_ROUGE-1,0.16757,0.32076,0.21697
txt.420_ROUGE-1,0.27528,0.31275,0.29247
txt.421_ROUGE-1,0.28249,0.29607,0.2888
txt.422_ROUGE-1,0.28811,0.31212,0.2992
txt.423_ROUGE-1,0.26868,0.3143,0.28948
txt.424_ROUGE-1,0.30059,0.3104,0.30513
txt.425_ROUGE-1,0.26522,0.28058,0.27255
txt.426_ROUGE-1,0.27184,0.30117,0.28532
txt.427_ROUGE-1,0.26199,0.27869,0.26966
txt.428_ROUGE-1,0.29807,0.309,0.30333
txt.429_ROUGE-1,0.27677,0.2952,0.28551
txt.42_ROUGE-1,0.19003,0.34634,0.2415
txt.430_ROUGE-1,0.26602,0.29816,0.28087
txt.431_ROUGE-1,0.28384,0.30675,0.29415
txt.432_ROUGE-1,0.27595,0.30326,0.28879
txt.433_ROUGE-1,0.29041,0.29847,0.29421
txt.434_ROUGE-1,0.27412,0.29647,0.28465
txt.435_ROUGE-1,0.26205,0.28532,0.27273
txt.436_ROUGE-1,0.26519,0.27442,0.26964
txt.437_ROUGE-1,0.25007,0.27077,0.2598
txt.438_ROUGE-1,0.25708,0.27559,0.2653
txt.439_ROUGE-1,0.2824,0.3005,0.29089
txt.43_ROUGE-1,0.16816,0.33077,0.21912
txt.440_ROUGE-1,0.27327,0.29601,0.28391
txt.441_ROUGE-1,0.27932,0.30775,0.29221
txt.442_ROUGE-1,0.29165,0.29231,0.29193
txt.443_ROUGE-1,0.26408,0.28052,0.27187
txt.444_ROUGE-1,0.26346,0.28112,0.27163
txt.445_ROUGE-1,0.27986,0.2954,0.28721
txt.446_ROUGE-1,0.28335,0.32213,0.30137
txt.447_ROUGE-1,0.29414,0.32662,0.30882
txt.448_ROUGE-1,0.29925,0.3171,0.3079
txt.449_ROUGE-1,0.29305,0.31309,0.30241
txt.44_ROUGE-1,0.1905,0.34167,0.2405
txt.450_ROUGE-1,0.29323,0.30891,0.30086
txt.451_ROUGE-1,0.28196,0.32615,0.30243
txt.452_ROUGE-1,0.29942,0.33525,0.31511
txt.453_ROUGE-1,0.28083,0.34015,0.307
txt.454_ROUGE-1,0.30909,0.32421,0.31646
txt.455_ROUGE-1,0.29298,0.33117,0.31088
txt.456_ROUGE-1,0.30796,0.34245,0.32392
txt.457_ROUGE-1,0.30167,0.33193,0.3159
txt.458_ROUGE-1,0.29686,0.31023,0.30321
txt.459_ROUGE-1,0.29547,0.33321,0.31307
txt.45_ROUGE-1,0.25252,0.31453,0.27802
txt.460_ROUGE-1,0.32525,0.32409,0.32468
txt.461_ROUGE-1,0.27852,0.31796,0.29683
txt.462_ROUGE-1,0.26868,0.30326,0.28432
txt.464_ROUGE-1,0.2807,0.29823,0.28897
txt.465_ROUGE-1,0.27709,0.30466,0.29021
txt.466_ROUGE-1,0.28407,0.32608,0.30336
txt.467_ROUGE-1,0.31004,0.31443,0.31216
txt.468_ROUGE-1,0.29772,0.32149,0.30894
txt.469_ROUGE-1,0.30524,0.30831,0.3067
txt.46_ROUGE-1,0.24894,0.31419,0.27543
txt.470_ROUGE-1,0.29414,0.31661,0.30472
txt.471_ROUGE-1,0.27589,0.27747,0.27664
txt.472_ROUGE-1,0.27347,0.28641,0.27965
txt.473_ROUGE-1,0.26364,0.29427,0.27807
txt.474_ROUGE-1,0.26446,0.30067,0.28087
txt.475_ROUGE-1,0.25843,0.29381,0.2744
txt.476_ROUGE-1,0.26834,0.29368,0.28035
txt.477_ROUGE-1,0.27068,0.32081,0.29358
txt.478_ROUGE-1,0.25336,0.32689,0.28545
txt.479_ROUGE-1,0.28549,0.31453,0.29896
txt.47_ROUGE-1,0.25354,0.32087,0.28144
txt.480_ROUGE-1,0.28073,0.29289,0.28662
txt.481_ROUGE-1,0.28186,0.31714,0.29843
txt.482_ROUGE-1,0.27549,0.30906,0.29062
txt.483_ROUGE-1,0.28202,0.29257,0.28716
txt.484_ROUGE-1,0.27695,0.30972,0.29241
txt.485_ROUGE-1,0.28785,0.31488,0.29964
txt.486_ROUGE-1,0.25492,0.27978,0.26666
txt.487_ROUGE-1,0.24005,0.28205,0.25933
txt.488_ROUGE-1,0.21622,0.28274,0.24504
txt.489_ROUGE-1,0.24713,0.2718,0.25887
txt.48_ROUGE-1,0.24634,0.30997,0.27251
txt.490_ROUGE-1,0.23852,0.27423,0.25485
txt.491_ROUGE-1,0.25531,0.30349,0.27585
txt.492_ROUGE-1,0.27661,0.30748,0.29122
txt.493_ROUGE-1,0.26057,0.30996,0.28307
txt.494_ROUGE-1,0.26766,0.30972,0.28507
txt.495_ROUGE-1,0.289,0.30302,0.29585
txt.496_ROUGE-1,0.2728,0.28967,0.28045
txt.497_ROUGE-1,0.2678,0.30716,0.28533
txt.498_ROUGE-1,0.26078,0.27622,0
txt.499_ROUGE-1,0.2472,0.27988,0.26246
txt.49_ROUGE-1,0.24624,0.31386,0.27389
txt.4_ROUGE-1,0.19058,0.3402,0.24096
txt.500_ROUGE-1,0.2297,0.28604,0.25457
txt.501_ROUGE-1,0.27688,0.27722,0.27705
txt.502_ROUGE-1,0.257,0.26992,0.26307
txt.503_ROUGE-1,0.24955,0.29717,0.27124
txt.504_ROUGE-1,0.24989,0.27543,0.26144
txt.505_ROUGE-1,0.24972,0.30231,0.27309
txt.506_ROUGE-1,0.25561,0.2954,0.27386
txt.507_ROUGE-1,0.26572,0.28314,0.27413
txt.508_ROUGE-1,0.22878,0.27537,0.2499
txt.509_ROUGE-1,0.30375,0.30371,0.30372
txt.50_ROUGE-1,0.24695,0.31877,0.27574
txt.510_ROUGE-1,0.29268,0.31085,0.3014
txt.511_ROUGE-1,0.26171,0.29553,0.27707
txt.512_ROUGE-1,0.28665,0.28684,0.28674
txt.513_ROUGE-1,0.29029,0.31197,0.3007
txt.514_ROUGE-1,0.26428,0.29338,0.27727
txt.515_ROUGE-1,0.27797,0.28814,0.28295
txt.516_ROUGE-1,0.26432,0.28042,0.27168
txt.517_ROUGE-1,0.27204,0.28723,0.27943
txt.518_ROUGE-1,0.24685,0.29167,0.26739
txt.519_ROUGE-1,0.26196,0.26531,0.26362
txt.51_ROUGE-1,0.26459,0.32689,0.29061
txt.520_ROUGE-1,0.25189,0.27778,0.2642
txt.522_ROUGE-1,0.26196,0.28889,0.27477
txt.523_ROUGE-1,0.23426,0.25,0.24187
txt.524_ROUGE-1,0.23174,0.27059,0.24966
txt.525_ROUGE-1,0.20403,0.27,0.23242
txt.526_ROUGE-1,0.24937,0.25,0.24968
txt.527_ROUGE-1,0.22922,0.25562,0.2417
txt.528_ROUGE-1,0.21662,0.26543,0.23855
txt.529_ROUGE-1,0.25441,0.25505,0.25473
txt.52_ROUGE-1,0.25263,0.32305,0.28103
txt.530_ROUGE-1,0.23426,0.26124,0.24702
txt.531_ROUGE-1,0.22166,0.2716,0.2441
txt.532_ROUGE-1,0.23929,0.25,0.24453
txt.533_ROUGE-1,0.24181,0.25806,0.24967
txt.534_ROUGE-1,0.23174,0.27059,0.24966
txt.535_ROUGE-1,0.24937,0.25,0.24968
txt.536_ROUGE-1,0.25441,0.25505,0.25473
txt.537_ROUGE-1,0.25441,0.30793,0.27862
txt.538_ROUGE-1,0.26196,0.27083,0.26632
txt.539_ROUGE-1,0.25945,0.29261,0.27503
txt.53_ROUGE-1,0.2493,0.31203,0.27461
txt.540_ROUGE-1,0.23929,0.30449,0.26798
txt.541_ROUGE-1,0.26952,0.27865,0.27401
txt.542_ROUGE-1,0.25945,0.29261,0.27503
txt.543_ROUGE-1,0.25189,0.32051,0.28209
txt.544_ROUGE-1,0.27456,0.26716,0.27081
txt.545_ROUGE-1,0.25945,0.27989,0.26928
txt.546_ROUGE-1,0.24937,0.29464,0.27012
txt.547_ROUGE-1,0.27708,0.275,0.27604
txt.548_ROUGE-1,0.26952,0.29076,0.27974
txt.549_ROUGE-1,0.25189,0.30488,0.27586
txt.54_ROUGE-1,0.25559,0.31843,0.2814
txt.550_ROUGE-1,0.26448,0.27344,0.26889
txt.551_ROUGE-1,0.25693,0.28977,0.27236
