runid,recall,precision,f-score
txt.246_ROUGE-3,0.0111,0.01232,0.01165
txt.247_ROUGE-3,0.01184,0.01336,0.01251
txt.248_ROUGE-3,0.01025,0.01092,0.01055
txt.249_ROUGE-3,0.01313,0.01501,0.01396
txt.24_ROUGE-3,0.00657,0.01243,0.00846
txt.250_ROUGE-3,0.01012,0.0111,0.01057
txt.251_ROUGE-3,0.01265,0.01467,0.01353
txt.252_ROUGE-3,0.01241,0.014,0.01311
txt.253_ROUGE-3,0.00901,0.01031,0.00959
txt.254_ROUGE-3,0.01268,0.0143,0.01341
txt.255_ROUGE-3,0.01065,0.01227,0.01137
txt.256_ROUGE-3,0.00743,0.00861,0.00794
txt.257_ROUGE-3,0.01088,0.01238,0.01156
txt.258_ROUGE-3,0.01209,0.0131,0.01253
txt.259_ROUGE-3,0.0113,0.01304,0.01204
txt.25_ROUGE-3,0.00603,0.0107,0.00758
txt.260_ROUGE-3,0.01002,0.01082,0.01036
txt.261_ROUGE-3,0.01102,0.01255,0.01169
txt.262_ROUGE-3,0.00787,0.00886,0.0083
txt.263_ROUGE-3,0.00997,0.01132,0.01055
txt.264_ROUGE-3,0.00922,0.01015,0.00965
txt.265_ROUGE-3,0.00827,0.00985,0.00896
txt.266_ROUGE-3,0.01289,0.01413,0.01342
txt.267_ROUGE-3,0.01164,0.01315,0.01227
txt.268_ROUGE-3,0.00987,0.01082,0.01029
txt.269_ROUGE-3,0.01166,0.01228,0.01194
txt.26_ROUGE-3,0.00638,0.01223,0.0082
txt.270_ROUGE-3,0.00933,0.00996,0.00961
txt.271_ROUGE-3,0.00974,0.0115,0.01049
txt.272_ROUGE-3,0.00867,0.00952,0.00904
txt.273_ROUGE-3,0.01024,0.0113,0.01071
txt.274_ROUGE-3,0.00785,0.00904,0.00837
txt.275_ROUGE-3,0.01047,0.01214,0.01118
txt.276_ROUGE-3,0.01003,0.01123,0.01056
txt.277_ROUGE-3,0.0058,0.00692,0.00629
txt.278_ROUGE-3,0.00706,0.0084,0.00764
txt.279_ROUGE-3,0.00821,0.00933,0.00871
txt.27_ROUGE-3,0.00602,0.01043,0.00756
txt.280_ROUGE-3,0.00633,0.00753,0.00685
txt.281_ROUGE-3,0.00793,0.01052,0.00894
txt.282_ROUGE-3,0.00874,0.01072,0.0096
txt.283_ROUGE-3,0.01061,0.01279,0.01153
txt.284_ROUGE-3,0.00694,0.00875,0.00768
txt.285_ROUGE-3,0.01045,0.01235,0.01127
txt.286_ROUGE-3,0.0131,0.01507,0.01396
txt.287_ROUGE-3,0.01049,0.01282,0.01144
txt.288_ROUGE-3,0.01149,0.01286,0.01212
txt.289_ROUGE-3,0.00845,0.01,0.00914
txt.28_ROUGE-3,0.00952,0.01602,0.0118
txt.290_ROUGE-3,0.00999,0.01153,0.01066
txt.291_ROUGE-3,0.00716,0.0084,0.00768
txt.292_ROUGE-3,0.01084,0.0132,0.01184
txt.293_ROUGE-3,0.00849,0.01041,0.00925
txt.294_ROUGE-3,0.01016,0.0118,0.01089
txt.295_ROUGE-3,0.00797,0.00935,0.00858
txt.296_ROUGE-3,0.01031,0.01265,0.01128
txt.297_ROUGE-3,0.00997,0.01198,0.01086
txt.298_ROUGE-3,0.0059,0.00718,0.00645
txt.299_ROUGE-3,0.00814,0.00989,0.0089
txt.29_ROUGE-3,0.00693,0.01321,0.00885
txt.2_ROUGE-3,0.00937,0.0182,0.01214
txt.300_ROUGE-3,0.00816,0.00995,0.00894
txt.301_ROUGE-3,0.00772,0.0087,0.00817
txt.302_ROUGE-3,0.0069,0.00812,0.00744
txt.303_ROUGE-3,0.00797,0.00907,0.00847
txt.304_ROUGE-3,0.00854,0.00913,0.00881
txt.305_ROUGE-3,0.00809,0.00958,0.00876
txt.306_ROUGE-3,0.00718,0.00795,0.00753
txt.307_ROUGE-3,0.0073,0.00743,0.00735
txt.308_ROUGE-3,0.0092,0.01062,0.00984
txt.309_ROUGE-3,0.00617,0.0068,0.00645
txt.30_ROUGE-3,0.00727,0.01388,0.00938
txt.310_ROUGE-3,0.0054,0.00594,0.00564
txt.311_ROUGE-3,0.00847,0.00894,0.00867
txt.312_ROUGE-3,0.00654,0.00718,0.00681
txt.313_ROUGE-3,0.00838,0.00899,0.00864
txt.314_ROUGE-3,0.00696,0.00726,0.00709
txt.315_ROUGE-3,0.00916,0.00962,0.00936
txt.316_ROUGE-3,0.01034,0.01168,0.01086
txt.317_ROUGE-3,0.00957,0.01038,0.00992
txt.318_ROUGE-3,0.01072,0.01194,0.01124
txt.319_ROUGE-3,0.01127,0.0127,0.01186
txt.31_ROUGE-3,0.00756,0.01418,0.00971
txt.320_ROUGE-3,0.00855,0.00923,0.00884
txt.321_ROUGE-3,0.01022,0.01118,0.01062
txt.322_ROUGE-3,0.01415,0.01531,0.01464
txt.323_ROUGE-3,0.0097,0.01035,0
txt.324_ROUGE-3,0.0108,0.01178,0.01125
txt.325_ROUGE-3,0.00797,0.00938,0.00859
txt.326_ROUGE-3,0.00917,0.01004,0.00958
txt.327_ROUGE-3,0.00478,0.00499,0.00488
txt.328_ROUGE-3,0.00917,0.00986,0.00949
txt.329_ROUGE-3,0.00785,0.00877,0.00827
txt.32_ROUGE-3,0.0067,0.01228,0.00862
txt.330_ROUGE-3,0.00851,0.00935,0.00889
txt.331_ROUGE-3,0,0,0
txt.332_ROUGE-3,0.00664,0.0074,0.00695
txt.333_ROUGE-3,0.00832,0.00902,0.00864
txt.334_ROUGE-3,0.00888,0.01006,0.00939
txt.335_ROUGE-3,0.00897,0.01013,0.00949
txt.336_ROUGE-3,0.00957,0.01095,0.01015
txt.337_ROUGE-3,0.01101,0.01165,0.01129
txt.338_ROUGE-3,0.00498,0.00598,0.0054
txt.339_ROUGE-3,0.0043,0.00514,0.00467
txt.33_ROUGE-3,0.00974,0.01637,0.01209
txt.340_ROUGE-3,0.00919,0.00985,0.00948
txt.341_ROUGE-3,0.00517,0.00617,0.00561
txt.342_ROUGE-3,0.01065,0.01191,0.0112
txt.343_ROUGE-3,0.00519,0.00596,0.00553
txt.344_ROUGE-3,0.00999,0.01069,0.01031
txt.345_ROUGE-3,0.00613,0.00674,0.00641
txt.346_ROUGE-3,0.00908,0.00957,0.00929
txt.347_ROUGE-3,0.00511,0.00521,0.00515
txt.348_ROUGE-3,0.00734,0.00801,0.00764
txt.349_ROUGE-3,0.00305,0.00317,0.00309
txt.34_ROUGE-3,0.00772,0.0158,0.01025
txt.350_ROUGE-3,0.00748,0.00799,0.00771
txt.351_ROUGE-3,0.0064,0.00706,0.0067
txt.352_ROUGE-3,0.0059,0.00631,0.00608
txt.353_ROUGE-3,0.00797,0.0084,0.00817
txt.354_ROUGE-3,0.00752,0.00827,0.00786
txt.355_ROUGE-3,0.00493,0.00529,0.00509
txt.356_ROUGE-3,0.00911,0.01042,0.00966
txt.357_ROUGE-3,0.00822,0.00969,0.0088
txt.358_ROUGE-3,0.008,0.01017,0.00886
txt.359_ROUGE-3,0.01149,0.01217,0.01178
txt.35_ROUGE-3,0.00649,0.01207,0.00832
txt.360_ROUGE-3,0.00763,0.00865,0.00808
txt.361_ROUGE-3,0.01076,0.01174,0.01115
txt.362_ROUGE-3,0.01077,0.01157,0.01113
txt.363_ROUGE-3,0.00874,0.00984,0.00922
txt.364_ROUGE-3,0.00966,0.01083,0.01014
txt.365_ROUGE-3,0.00831,0.00921,0.00872
txt.366_ROUGE-3,0.00539,0.00582,0.0056
txt.367_ROUGE-3,0.00471,0.00481,0.00475
txt.368_ROUGE-3,0.00423,0.00438,0.0043
txt.369_ROUGE-3,0.00338,0.00371,0.00354
txt.36_ROUGE-3,0.00594,0.01052,0.00751
txt.370_ROUGE-3,0.0043,0.00421,0.00425
txt.371_ROUGE-3,0.00614,0.00619,0.00616
txt.372_ROUGE-3,0.00909,0.00901,0.00904
txt.373_ROUGE-3,0.00671,0.00701,0.00685
txt.374_ROUGE-3,0.00691,0.00692,0.00691
txt.375_ROUGE-3,0.00913,0.00976,0.00942
txt.376_ROUGE-3,0.00912,0.00933,0.00922
txt.377_ROUGE-3,0.01143,0.01171,0.01156
txt.378_ROUGE-3,0.00789,0.008,0.00794
txt.379_ROUGE-3,0.01036,0.01106,0.01069
txt.37_ROUGE-3,0.00924,0.01484,0.01124
txt.380_ROUGE-3,0.01063,0.01122,0.0109
txt.381_ROUGE-3,0.01217,0.013,0.01256
txt.382_ROUGE-3,0.0109,0.01137,0.01111
txt.383_ROUGE-3,0.01142,0.01183,0.01162
txt.384_ROUGE-3,0.01146,0.01195,0.01169
txt.385_ROUGE-3,0.00893,0.00982,0.00933
txt.386_ROUGE-3,0.01195,0.01283,0.01235
txt.388_ROUGE-3,0.00935,0.00986,0.00959
txt.389_ROUGE-3,0.01087,0.01123,0.01101
txt.38_ROUGE-3,0.00696,0.01347,0.00907
txt.390_ROUGE-3,0.0102,0.01072,0.01045
txt.391_ROUGE-3,0.00992,0.01036,0.01012
txt.392_ROUGE-3,0.01503,0.01543,0.0152
txt.393_ROUGE-3,0.00851,0.00846,0.00848
txt.394_ROUGE-3,0.009,0.00963,0.0093
txt.395_ROUGE-3,0.00566,0.00606,0.00585
txt.396_ROUGE-3,0.00704,0.00745,0.00723
txt.397_ROUGE-3,0.00791,0.00817,0.00803
txt.398_ROUGE-3,0.00791,0.00853,0.0082
txt.399_ROUGE-3,0.00667,0.00748,0.00705
txt.39_ROUGE-3,0.00635,0.01187,0.00819
txt.3_ROUGE-3,0.00987,0.01824,0.01261
txt.400_ROUGE-3,0.01138,0.01175,0.01156
txt.401_ROUGE-3,0.00667,0.00685,0.00676
txt.402_ROUGE-3,0.00859,0.00905,0.00881
txt.403_ROUGE-3,0.01047,0.01096,0.01071
txt.404_ROUGE-3,0.01234,0.0134,0.01284
txt.405_ROUGE-3,0.01555,0.01642,0.01595
txt.406_ROUGE-3,0.01044,0.01079,0.0106
txt.407_ROUGE-3,0.00888,0.0097,0.00926
txt.408_ROUGE-3,0.01364,0.01419,0.0139
txt.409_ROUGE-3,0.00976,0.01064,0.01018
txt.40_ROUGE-3,0.00939,0.01532,0.01156
txt.410_ROUGE-3,0.01308,0.01438,0.01368
txt.411_ROUGE-3,0.00583,0.00646,0.00612
txt.412_ROUGE-3,0.01023,0.01086,0.01052
txt.413_ROUGE-3,0.01016,0.01089,0.01049
txt.414_ROUGE-3,0.01338,0.01387,0.01361
txt.415_ROUGE-3,0.01529,0.01632,0.01577
txt.416_ROUGE-3,0.01094,0.01137,0.01114
txt.417_ROUGE-3,0.01116,0.01129,0.01122
txt.418_ROUGE-3,0.01405,0.01486,0.01442
txt.419_ROUGE-3,0.00929,0.00985,0.00956
txt.41_ROUGE-3,0.00737,0.01379,0.00954
txt.420_ROUGE-3,0.02236,0.02535,0.02372
txt.421_ROUGE-3,0.01467,0.01513,0.01489
txt.422_ROUGE-3,0.01716,0.01884,0.01794
txt.423_ROUGE-3,0.01519,0.01777,0.01637
txt.424_ROUGE-3,0.02536,0.02597,0.02564
txt.425_ROUGE-3,0.01519,0.01607,0.01561
txt.427_ROUGE-3,0.01519,0.01606,0.01558
txt.428_ROUGE-3,0.02288,0.0236,0.02323
txt.429_ROUGE-3,0.0164,0.01725,0.0168
txt.42_ROUGE-3,0.0089,0.01406,0.01071
txt.430_ROUGE-3,0.01016,0.01179,0.0109
txt.431_ROUGE-3,0.01837,0.01963,0.01893
txt.432_ROUGE-3,0.0164,0.01766,0.017
txt.433_ROUGE-3,0.01588,0.01596,0.01591
txt.434_ROUGE-3,0.01362,0.01478,0.01417
txt.435_ROUGE-3,0.01589,0.01698,0.01638
txt.436_ROUGE-3,0.0134,0.01366,0.01352
txt.437_ROUGE-3,0.00611,0.00705,0.00655
txt.438_ROUGE-3,0.00808,0.009,0.00848
txt.439_ROUGE-3,0.01635,0.0172,0.01675
txt.43_ROUGE-3,0.0069,0.01336,0.00896
txt.440_ROUGE-3,0.01315,0.0139,0.0135
txt.441_ROUGE-3,0.01627,0.01809,0.01709
txt.442_ROUGE-3,0.02029,0.02017,0.02023
txt.443_ROUGE-3,0.01315,0.014,0.01356
txt.444_ROUGE-3,0.01068,0.01168,0.01114
txt.445_ROUGE-3,0.01428,0.01509,0.01466
txt.446_ROUGE-3,0.01521,0.01736,0.01621
txt.447_ROUGE-3,0.01521,0,0
txt.448_ROUGE-3,0.01521,0.01613,0.01566
txt.449_ROUGE-3,0.01521,0.01633,0.01573
txt.44_ROUGE-3,0.01008,0.01614,0.01228
txt.450_ROUGE-3,0.01521,0.01605,0.01562
txt.451_ROUGE-3,0.02646,0.03088,0.0285
txt.452_ROUGE-3,0.02646,0.03131,0.02859
txt.453_ROUGE-3,0.02775,0.03495,0.03088
txt.454_ROUGE-3,0.02775,0.02925,0.02848
txt.455_ROUGE-3,0.02775,0.03125,0.0294
txt.456_ROUGE-3,0.02775,0.03163,0.02953
txt.457_ROUGE-3,0.02775,0.03015,0.02889
txt.458_ROUGE-3,0.02775,0.02953,0.02859
txt.459_ROUGE-3,0.02775,0.03178,0.02961
txt.45_ROUGE-3,0.01327,0.01686,0.01475
txt.460_ROUGE-3,0.02775,0.02768,0.02771
txt.461_ROUGE-3,0.0165,0.01887,0.0176
txt.462_ROUGE-3,0.0165,0.01868,0.01749
txt.463_ROUGE-3,0.0165,0.01944,0.01777
txt.464_ROUGE-3,0.01521,0.01615,0.01565
txt.465_ROUGE-3,0.01521,0.01676,0.01595
txt.466_ROUGE-3,0.01896,0.02173,0.02023
txt.467_ROUGE-3,0.01896,0.0192,0.01908
txt.468_ROUGE-3,0.01896,0.02042,0.01965
txt.469_ROUGE-3,0.01896,0.01909,0.01902
txt.46_ROUGE-3,0.01279,0.01674,0.01437
txt.470_ROUGE-3,0.01896,0.02031,0.01959
txt.471_ROUGE-3,0.00771,0.00758,0.00764
txt.472_ROUGE-3,0.00771,0.00773,0.00772
txt.473_ROUGE-3,0.00771,0.00842,0.00805
txt.474_ROUGE-3,0.00128,0.0016,0.00143
txt.475_ROUGE-3,0.00128,0.0016,0.00143
txt.476_ROUGE-3,0.01254,0.01415,0.01329
txt.477_ROUGE-3,0.01254,0.01521,0.01375
txt.478_ROUGE-3,0.01254,0.01612,0.0141
txt.479_ROUGE-3,0.01254,0.01312,0.01282
txt.47_ROUGE-3,0.01316,0.01651,0.01454
txt.480_ROUGE-3,0.01254,0.0134,0.01295
txt.481_ROUGE-3,0.01254,0.01435,0.01338
txt.482_ROUGE-3,0.01254,0.01308,0.01279
txt.483_ROUGE-3,0.01254,0.01327,0.01289
txt.484_ROUGE-3,0.01254,0.0142,0.01332
txt.485_ROUGE-3,0.01254,0.01252,0.01251
txt.486_ROUGE-3,0.00128,0.00136,0.00132
txt.487_ROUGE-3,0.00128,0.00149,0.00138
txt.488_ROUGE-3,0,0,0
txt.489_ROUGE-3,0,0,0
txt.48_ROUGE-3,0.01151,0.01435,0.01268
txt.490_ROUGE-3,0,0,0
txt.491_ROUGE-3,0.01125,0.01172,0.01148
txt.492_ROUGE-3,0.01125,0.0125,0.01184
txt.493_ROUGE-3,0.01125,0,0
txt.494_ROUGE-3,0.01125,0.01114,0.01119
txt.495_ROUGE-3,0.01125,0.01184,0.01154
txt.496_ROUGE-3,0.01125,0.01103,0.01114
txt.497_ROUGE-3,0.01125,0.01172,0.01148
txt.498_ROUGE-3,0,0,0
txt.499_ROUGE-3,0,0,0
txt.49_ROUGE-3,0.01278,0.01609,0.01414
txt.4_ROUGE-3,0.00917,0.01622,0.01154
txt.500_ROUGE-3,0,0,0
txt.501_ROUGE-3,0,0,0
txt.502_ROUGE-3,0,0,0
txt.503_ROUGE-3,0.01125,0.01308,0.0121
txt.504_ROUGE-3,0.01125,0.01372,0.01236
txt.505_ROUGE-3,0.01125,0.0148,0.01279
txt.506_ROUGE-3,0.01125,0.01236,0.01178
txt.507_ROUGE-3,0.01125,0.01223,0.01172
txt.508_ROUGE-3,0.00128,0.00152,0.0014
txt.509_ROUGE-3,0.02004,0.01986,0.01995
txt.50_ROUGE-3,0.01211,0.01518,0.01337
txt.510_ROUGE-3,0.02004,0.02075,0.02038
txt.511_ROUGE-3,0.00878,0.00942,0.00908
txt.512_ROUGE-3,0.02004,0.01986,0.01995
txt.513_ROUGE-3,0.02004,0.02116,0.02058
txt.514_ROUGE-3,0.00878,0.0091,0.00892
txt.515_ROUGE-3,0.01254,0.01284,0.01268
txt.516_ROUGE-3,0.01254,0.01252,0.01252
txt.517_ROUGE-3,0.00257,0.00272,0.00264
txt.518_ROUGE-3,0.00257,0.00305,0.00279
txt.519_ROUGE-3,0.00257,0.0026,0.00258
txt.51_ROUGE-3,0.01498,0.01803,0.01628
txt.520_ROUGE-3,0.00257,0.00284,0.0027
txt.521_ROUGE-3,0.00257,0.0026,0.00258
txt.522_ROUGE-3,0.00257,0.00284,0.0027
txt.523_ROUGE-3,0,0,0
txt.524_ROUGE-3,0,0,0
txt.525_ROUGE-3,0,0,0
txt.526_ROUGE-3,0,0,0
txt.527_ROUGE-3,0,0,0
txt.528_ROUGE-3,0,0,0
txt.529_ROUGE-3,0,0,0
txt.52_ROUGE-3,0.01467,0.01901,0.01643
txt.530_ROUGE-3,0,0,0
txt.531_ROUGE-3,0,0,0
txt.532_ROUGE-3,0,0,0
txt.533_ROUGE-3,0,0,0
txt.534_ROUGE-3,0,0,0
txt.535_ROUGE-3,0,0,0
txt.536_ROUGE-3,0,0,0
txt.537_ROUGE-3,0.00257,0.00313,0.00282
txt.538_ROUGE-3,0.00257,0.00266,0.00261
txt.539_ROUGE-3,0.00257,0.00291,0.00273
txt.53_ROUGE-3,0.01284,0.01666,0.01431
txt.540_ROUGE-3,0.00257,0.00329,0.00289
txt.541_ROUGE-3,0.00257,0.00266,0.00261
txt.542_ROUGE-3,0.00257,0.00291,0.00273
txt.543_ROUGE-3,0.00257,0.00329,0.00289
txt.544_ROUGE-3,0.00257,0.0025,0.00253
txt.545_ROUGE-3,0.00257,0.00278,0.00267
txt.546_ROUGE-3,0.00257,0.00305,0.00279
txt.547_ROUGE-3,0.00257,0.00255,0.00256
txt.548_ROUGE-3,0.00257,0.00278,0.00267
txt.549_ROUGE-3,0.00257,0.00313,0.00282
txt.54_ROUGE-3,0.01383,0.01759,0.01534
txt.550_ROUGE-3,0.00257,0.00266,0.00261
txt.551_ROUGE-3,0.00257,0.00291,0.00273
txt.552_ROUGE-3,0.00257,0.00266,0.00261
txt.553_ROUGE-3,0.00257,0.00291,0.00273
txt.554_ROUGE-3,0.00257,0.0025,0.00253
txt.555_ROUGE-3,0,0,0
txt.556_ROUGE-3,0,0,0
txt.557_ROUGE-3,0,0,0
txt.558_ROUGE-3,0,0,0
txt.559_ROUGE-3,0,0,0
txt.55_ROUGE-3,0.01108,0.01405,0.01227
txt.560_ROUGE-3,0,0,0
txt.561_ROUGE-3,0,0,0
txt.562_ROUGE-3,0,0,0
txt.563_ROUGE-3,0,0,0
